00 team,5
01 team,6
02 team,1
03 team,1
09 team,1
14 team,1
70 team,1
85 team,1
ahri,1
alistar,1
amumu,3
annie,1
ashe,3
darius,1
ezreal,1
fiddlesticks,3
fizz,1
galio,1
gangplank,1
graves,1
hecarim,1
heimerdinger,1
irelia,1
janna,1
jayce,1
karthus,1
katarina,1
kayle,4
leblanc,1
leona,2
lulu,1
lux,4
maokai,1
mordekaiser,1
morgana,2
nasus,1
nidalee,3
nocturne,2
olaf,2
orianna,1
poppy,1
rammus,1
renekton,1
riot,2
riven,1
ryze,1
singed,1
sona,3
team 03,1
teemo,2
thresh,1
tryndamere,1
twistedfate,1
vayne,2
velkoz,1
volibear,1
yasuo,1
zed,1
ziggs,1
zilean,1


